Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
28.427,-0.1279,-0.2691,-0.2624,0.4180,2.6364,2.0049
28.430,-0.1189,-0.2560,-0.2680,0.5114,2.6028,1.9498
28.433,-0.1133,-0.2392,-0.2771,0.6071,2.5502,1.9306
28.436,-0.1106,-0.2144,-0.2936,0.7316,2.4807,1.9115
28.439,-0.1114,-0.1955,-0.3085,0.8370,2.4089,1.8995
28.442,-0.1152,-0.1777,-0.3237,0.9280,2.3491,1.9163
28.446,-0.1210,-0.1611,-0.3394,0.9974,2.2916,1.9234
28.449,-0.1285,-0.1465,-0.3554,1.0620,2.2389,1.9450
28.452,-0.1362,-0.1329,-0.3722,1.1099,2.1791,1.9881
28.455,-0.1447,-0.1196,-0.3895,1.1674,2.1288,2.0192
28.458,-0.1517,-0.1062,-0.4079,1.2224,2.0977,2.0575
28.461,-0.1573,-0.0927,-0.4271,1.2416,2.0665,2.0982
28.464,-0.1607,-0.0748,-0.4530,1.2129,2.0234,2.1246
28.467,-0.1575,-0.0644,-0.4719,1.1458,1.9971,2.1341
28.470,-0.1506,-0.0596,-0.4932,0.9854,2.0234,2.1198
28.474,-0.1391,-0.0599,-0.5145,0.9734,2.0258,2.0312
28.477,-0.1261,-0.0463,-0.5286,0.9639,1.9899,1.9833
28.480,-0.1082,-0.0300,-0.5364,0.9136,1.9636,1.8708
28.483,-0.0813,-0.0159,-0.5420,0.8250,1.9492,1.6505
28.486,-0.0453,-0.0034,-0.5451,0.7005,1.9540,1.4255
28.489,-0.0043,0.0067,-0.5465,0.5688,1.9732,1.2076
28.492,0.0586,0.0195,-0.5459,0.4180,1.9995,0.8820
28.495,0.1071,0.0288,-0.5451,0.3486,2.0115,0.6569
28.498,0.1553,0.0395,-0.5438,0.3103,2.0019,0.4438
28.502,0.1979,0.0499,-0.5409,0.2791,1.9947,0.2355
28.505,0.2355,0.0582,-0.5372,0.2432,1.9851,0.0344
28.508,0.2662,0.0648,-0.5321,0.2504,1.9827,-0.1308
28.511,0.2885,0.0683,-0.5278,0.2624,2.0043,-0.2720
28.514,0.3021,0.0694,-0.5252,0.3007,2.0115,-0.3870
28.517,0.3064,0.0688,-0.5236,0.3390,2.0019,-0.4755
28.520,0.3016,0.0667,-0.5222,0.3677,1.9851,-0.5498
28.523,0.2808,0.0619,-0.5217,0.3917,1.9803,-0.6192
28.526,0.2560,0.0579,-0.5230,0.4252,2.0019,-0.6527
28.530,0.2238,0.0552,-0.5257,0.4563,2.0426,-0.6623
28.533,0.1857,0.0534,-0.5297,0.4755,2.0665,-0.6168
28.536,0.1430,0.0507,-0.5350,0.4826,2.0929,-0.5761
28.539,0.0975,0.0467,-0.5409,0.5209,2.1048,-0.5354
28.542,0.0506,0.0408,-0.5467,0.5305,2.1120,-0.4875
28.545,0.0048,0.0336,-0.5515,0.5449,2.1264,-0.4253
28.548,-0.0389,0.0257,-0.5553,0.5640,2.1384,-0.3702
28.551,-0.0933,0.0145,-0.5579,0.5736,2.1288,-0.3223
28.554,-0.1303,0.0065,-0.5585,0.5640,2.1025,-0.2601
28.557,-0.1636,-0.0007,-0.5577,0.5569,2.0737,-0.1930
28.561,-0.1951,-0.0074,-0.5558,0.5545,2.0498,-0.0829
28.564,-0.2233,-0.0117,-0.5531,0.5736,2.0234,0.0344
28.567,-0.2487,-0.0173,-0.5502,0.5928,1.9995,0.1374
28.570,-0.2726,-0.0210,-0.5467,0.6095,1.9756,0.2643
28.573,-0.2942,-0.0258,-0.5433,0.6430,1.9516,0.3600
28.576,-0.3134,-0.0292,-0.5404,0.6981,1.9157,0.4486
28.579,-0.3347,-0.0324,-0.5377,0.7867,1.8606,0.6162
28.582,-0.3491,-0.0340,-0.5353,0.8394,1.8175,0.7575
28.585,-0.3614,-0.0356,-0.5340,0.8968,1.7912,0.9035
28.589,-0.3710,-0.0380,-0.5334,0.9351,1.7577,1.0472
28.592,-0.3774,-0.0399,-0.5342,0.9782,1.7218,1.1693
28.595,-0.3800,-0.0428,-0.5364,1.0189,1.6691,1.2579
28.598,-0.3779,-0.0463,-0.5398,1.0644,1.6116,1.3488
28.601,-0.3723,-0.0503,-0.5428,1.0956,1.5614,1.4374
28.604,-0.3619,-0.0562,-0.5454,1.1075,1.5302,1.4973
28.607,-0.3411,-0.0660,-0.5486,1.1075,1.4800,1.5452
28.610,-0.3211,-0.0732,-0.5486,1.0956,1.4273,1.5739
28.613,-0.2974,-0.0823,-0.5489,1.0716,1.3938,1.5691
28.617,-0.2700,-0.0895,-0.5489,1.0357,1.3507,1.5500
28.620,-0.2412,-0.0945,-0.5481,1.0046,1.3052,1.4973
28.623,-0.2105,-0.0980,-0.5462,0.9734,1.2884,1.4494
28.626,-0.1794,-0.0996,-0.5430,0.9160,1.2717,1.4135
28.629,-0.1479,-0.1004,-0.5404,0.8633,1.2645,1.3297
28.632,-0.1165,-0.0999,-0.5369,0.7915,1.2573,1.2459
28.635,-0.0760,-0.0953,-0.5316,0.6933,1.2525,1.0831
28.638,-0.0464,-0.0889,-0.5276,0.6071,1.2645,0.9562
28.642,-0.0176,-0.0807,-0.5236,0.4994,1.2788,0.8365
28.645,0.0101,-0.0727,-0.5201,0.4108,1.2812,0.7144
28.648,0.0373,-0.0636,-0.5158,0.3126,1.3124,0.5588
28.651,0.0634,-0.0540,-0.5105,0.2121,1.3603,0.3936
28.654,0.0898,-0.0452,-0.5052,0.1211,1.3938,0.2331
28.657,0.1161,-0.0372,-0.4999,0.0445,1.4033,0.0823
28.660,0.1420,-0.0314,-0.4953,-0.0249,1.4033,-0.1020
28.663,0.1766,-0.0239,-0.4895,-0.0704,1.4273,-0.3247
28.666,0.1985,-0.0183,-0.4839,-0.0944,1.4512,-0.4588
28.669,0.2177,-0.0133,-0.4785,-0.1111,1.4800,-0.5498
28.673,0.2320,-0.0095,-0.4735,-0.1423,1.4919,-0.6216
28.676,0.2411,-0.0085,-0.4679,-0.1925,1.5207,-0.6934
28.679,0.2462,-0.0098,-0.4620,-0.2284,1.5494,-0.7700
28.682,0.2467,-0.0114,-0.4559,-0.2404,1.5781,-0.8179
28.685,0.2419,-0.0133,-0.4492,-0.2356,1.5901,-0.8730
28.688,0.2299,-0.0162,-0.4404,-0.2596,1.6092,-0.9352
28.691,0.2171,-0.0191,-0.4354,-0.2691,1.6260,-0.9783
28.694,0.2027,-0.0207,-0.4303,-0.2787,1.6332,-1.0118
28.698,0.1859,-0.0207,-0.4271,-0.2979,1.6499,-1.0238
28.701,0.1662,-0.0194,-0.4239,-0.2931,1.6739,-1.0190
28.704,0.1452,-0.0178,-0.4212,-0.2787,1.7122,-1.0262
28.707,0.1225,-0.0162,-0.4178,-0.2500,1.7625,-1.0094
28.710,0.0985,-0.0149,-0.4143,-0.2284,1.7888,-0.9711
28.713,0.0671,-0.0146,-0.4069,-0.2141,1.8032,-0.9065
28.716,0.0429,-0.0178,-0.3999,-0.2117,1.8319,-0.8442
28.720,0.0189,-0.0220,-0.3922,-0.2260,1.8487,-0.7988
28.723,-0.0027,-0.0284,-0.3823,-0.1997,1.8702,-0.7509
28.726,-0.0227,-0.0348,-0.3698,-0.1997,1.8846,-0.6814
28.729,-0.0419,-0.0410,-0.3581,-0.2069,1.8894,-0.6048
28.732,-0.0608,-0.0479,-0.3488,-0.2189,1.9013,-0.5234
28.735,-0.0832,-0.0562,-0.3373,-0.2189,1.9325,-0.4181
28.738,-0.0976,-0.0628,-0.3290,-0.1806,1.9468,-0.3247
28.741,-0.1096,-0.0697,-0.3200,-0.1327,1.9588,-0.2218
28.745,-0.1184,-0.0772,-0.3096,-0.1111,1.9732,-0.1499
28.748,-0.1239,-0.0849,-0.2989,-0.0992,1.9827,-0.0973
28.751,-0.1266,-0.0937,-0.2885,-0.0872,1.9803,-0.0494
28.754,-0.1261,-0.0999,-0.2790,-0.0585,1.9803,0.0081
28.757,-0.1234,-0.1031,-0.2699,-0.0393,1.9588,0.0225
28.760,-0.1170,-0.1028,-0.2595,-0.0297,1.9396,0.0655
28.763,-0.1120,-0.1015,-0.2520,-0.0201,1.9109,0.1015
28.766,-0.1064,-0.0977,-0.2451,-0.0154,1.9013,0.1446
28.770,-0.1018,-0.0940,-0.2382,-0.0034,1.8846,0.1757
28.773,-0.0976,-0.0879,-0.2307,0.0134,1.8774,0.2212
28.776,-0.0952,-0.0807,-0.2243,0.0445,1.8726,0.2691
28.779,-0.0949,-0.0724,-0.2182,0.0589,1.8750,0.3122
28.782,-0.0949,-0.0636,-0.2137,0.0996,1.8774,0.3576
28.785,-0.0968,-0.0532,-0.2099,0.1187,1.8870,0.4079
28.788,-0.0997,-0.0383,-0.2043,0.1642,1.8774,0.4845
28.791,-0.1018,-0.0274,-0.2017,0.1738,1.8846,0.5372
28.794,-0.1037,-0.0180,-0.1998,0.1714,1.8989,0.6066
28.798,-0.1045,-0.0087,-0.1982,0.1810,1.9133,0.6665
28.801,-0.1032,-0.0007,-0.1971,0.1858,1.9253,0.7311
28.804,-0.0994,0.0070,-0.1977,0.1714,1.9277,0.7862
28.807,-0.0928,0.0139,-0.1982,0.1403,1.9277,0.8149
28.810,-0.0837,0.0195,-0.1987,0.1355,1.9157,0.8365
28.813,-0.0704,0.0246,-0.1977,0.1211,1.9109,0.8461
28.816,-0.0488,0.0286,-0.1948,0.1163,1.9109,0.8461
28.819,-0.0299,0.0291,-0.1900,0.1020,1.9301,0.8437
28.822,-0.0094,0.0280,-0.1836,0.0924,1.9660,0.8317
28.826,0.0125,0.0264,-0.1750,0.0708,1.9923,0.8173
28.829,0.0357,0.0241,-0.1662,0.0589,1.9971,0.7766
28.832,0.0583,0.0217,-0.1577,0.0541,1.9947,0.7383
28.835,0.0812,0.0195,-0.1497,0.0349,1.9899,0.6761
28.838,0.1025,0.0179,-0.1436,0.0397,1.9971,0.6066
28.841,0.1220,0.0187,-0.1388,0.0565,2.0091,0.5492
28.844,0.1385,0.0198,-0.1356,0.0684,2.0187,0.4941
28.847,0.1550,0.0243,-0.1335,0.0996,2.0282,0.4103
28.850,0.1630,0.0294,-0.1324,0.1187,2.0306,0.3768
28.853,0.1665,0.0368,-0.1319,0.1307,2.0426,0.3552
28.856,0.1652,0.0454,-0.1308,0.1331,2.0689,0.3600
28.860,0.1601,0.0534,-0.1308,0.1211,2.0689,0.3792
28.863,0.1508,0.0608,-0.1319,0.1211,2.0905,0.4271
28.866,0.1393,0.0683,-0.1327,0.1307,2.1120,0.4845
28.869,0.1247,0.0763,-0.1324,0.1618,2.1264,0.5516
28.872,0.1095,0.0845,-0.1340,0.1929,2.1264,0.6162
28.875,0.0946,0.0928,-0.1364,0.2241,2.1168,0.6761
28.878,0.0764,0.1027,-0.1385,0.2887,2.0905,0.7718
28.881,0.0650,0.1069,-0.1396,0.3318,2.0929,0.8556
28.884,0.0543,0.1091,-0.1396,0.3581,2.0929,0.9418
28.887,0.0463,0.1077,-0.1391,0.3629,2.0905,1.0137
28.891,0.0410,0.1019,-0.1377,0.3677,2.0977,1.0903
28.894,0.0373,0.0947,-0.1359,0.3773,2.1025,1.1693
28.897,0.0362,0.0845,-0.1335,0.4060,2.0929,1.2196
28.900,0.0359,0.0747,-0.1311,0.4084,2.0809,1.2818
28.903,0.0375,0.0651,-0.1281,0.4108,2.0809,1.3273
28.906,0.0399,0.0547,-0.1233,0.4108,2.0641,1.3656
28.909,0.0431,0.0419,-0.1177,0.4060,2.0570,1.3848
28.912,0.0469,0.0230,-0.1082,0.4084,2.0498,1.3919
28.915,0.0498,0.0073,-0.0999,0.4012,2.0354,1.3895
28.918,0.0522,-0.0077,-0.0903,0.4132,2.0306,1.3728
28.921,0.0546,-0.0218,-0.0807,0.4084,2.0258,1.3488
28.925,0.0575,-0.0356,-0.0722,0.4228,2.0187,1.3034
28.928,0.0607,-0.0455,-0.0650,0.4395,2.0163,1.2363
28.931,0.0631,-0.0527,-0.0589,0.4276,2.0234,1.1980
28.934,0.0652,-0.0578,-0.0543,0.4156,2.0234,1.1789
28.937,0.0674,-0.0612,-0.0506,0.4084,2.0522,1.1238
28.940,0.0679,-0.0644,-0.0466,0.3533,2.1264,1.0520
28.943,0.0674,-0.0660,-0.0450,0.3103,2.2078,1.0041
28.946,0.0660,-0.0673,-0.0431,0.2863,2.2820,0.9538
28.949,0.0647,-0.0676,-0.0426,0.2935,2.3131,0.8892
28.953,0.0607,-0.0655,-0.0426,0.3318,2.3012,0.8532
28.956,0.0554,-0.0620,-0.0421,0.3605,2.2581,0.8149
28.959,0.0474,-0.0572,-0.0423,0.3653,2.2437,0.7623
28.962,0.0354,-0.0535,-0.0423,0.3533,2.2365,0.7527
28.965,0.0194,-0.0519,-0.0423,0.3486,2.2389,0.7982
28.968,-0.0126,-0.0551,-0.0421,0.3438,2.2509,0.8892
28.971,-0.0432,-0.0625,-0.0407,0.3773,2.2389,1.0041
28.974,-0.0800,-0.0740,-0.0386,0.4108,2.2126,1.1094
28.977,-0.1215,-0.0897,-0.0346,0.4419,2.2126,1.2219
28.981,-0.1666,-0.1070,-0.0298,0.4802,2.2317,1.3512
28.984,-0.2148,-0.1270,-0.0247,0.4994,2.2509,1.4877
28.987,-0.2630,-0.1483,-0.0192,0.5185,2.2509,1.6433
28.990,-0.3113,-0.1726,-0.0144,0.5497,2.2413,1.7726
28.993,-0.3707,-0.2043,-0.0066,0.5760,2.2365,1.9258
28.996,-0.4120,-0.2275,-0.0024,0.5808,2.2341,2.0695
28.999,-0.4496,-0.2504,-0.0002,0.6143,2.2485,2.2227
29.002,-0.4831,-0.2707,-0.0005,0.6215,2.2581,2.3807
29.006,-0.5124,-0.2880,-0.0021,0.6287,2.2509,2.5220
29.009,-0.5359,-0.3037,-0.0066,0.6239,2.2293,2.6752
29.012,-0.5540,-0.3144,-0.0122,0.6335,2.2030,2.7494
29.015,-0.5665,-0.3178,-0.0184,0.6430,2.1647,2.8332
29.018,-0.5740,-0.3200,-0.0245,0.6119,2.1025,2.9721
29.021,-0.5785,-0.3311,-0.0290,0.6550,2.0594,3.1948
29.024,-0.5815,-0.3378,-0.0269,0.6885,2.0426,3.3456
29.027,-0.5815,-0.3405,-0.0208,0.6478,2.0306,3.3863
29.031,-0.5740,-0.3373,-0.0165,0.5377,1.9995,3.3241
29.034,-0.5588,-0.3298,-0.0157,0.3917,1.9085,3.4174
29.037,-0.5402,-0.3357,-0.0186,0.3150,1.8319,3.6114
29.040,-0.5191,-0.3463,-0.0186,0.3653,1.8343,3.6401
29.043,-0.4919,-0.3530,-0.0125,0.4371,1.8439,3.5683
29.046,-0.4496,-0.3546,0.0011,0.4946,1.8056,3.5060
29.049,-0.4136,-0.3527,0.0107,0.4874,1.7505,3.4581
29.052,-0.3747,-0.3487,0.0158,0.4755,1.6907,3.3935
29.055,-0.3337,-0.3426,0.0163,0.4204,1.6523,3.3121
29.059,-0.2905,-0.3431,0.0086,0.3198,1.6691,3.1684
29.062,-0.2500,-0.3354,-0.0037,0.4587,1.6523,3.0463
29.065,-0.2145,-0.3090,-0.0109,0.5233,1.5853,2.9697
29.068,-0.1775,-0.2845,-0.0192,0.5377,1.5302,2.7542
29.071,-0.1354,-0.2597,-0.0287,0.5162,1.4943,2.5268
29.074,-0.0789,-0.2264,-0.0410,0.4539,1.5015,2.3353
29.077,-0.0376,-0.2022,-0.0525,0.3701,1.5111,2.2060
29.080,0.0024,-0.1787,-0.0652,0.3150,1.5039,2.0264
29.083,0.0407,-0.1550,-0.0791,0.2863,1.4656,1.8708
29.087,0.0762,-0.1289,-0.0930,0.2480,1.4488,1.7271
29.090,0.1089,-0.1031,-0.1055,0.2265,1.4417,1.5931
29.093,0.1396,-0.0793,-0.1175,0.1810,1.4512,1.4781
29.096,0.1692,-0.0591,-0.1289,0.1307,1.4728,1.3560
29.099,0.1971,-0.0431,-0.1401,0.0972,1.4895,1.2555
29.102,0.2312,-0.0268,-0.1524,0.0804,1.5111,1.1262
29.105,0.2558,-0.0183,-0.1593,0.0589,1.5111,0.9945
29.108,0.2789,-0.0114,-0.1662,0.0277,1.5207,0.8772
29.111,0.3021,-0.0061,-0.1718,-0.0010,1.5350,0.7647
29.115,0.3242,-0.0037,-0.1766,-0.0225,1.5542,0.6449
29.118,0.3448,-0.0029,-0.1820,-0.0465,1.5757,0.5204
29.121,0.3653,-0.0021,-0.1870,-0.0776,1.5853,0.3720
29.124,0.3842,-0.0013,-0.1924,-0.1087,1.5542,0.2571
29.127,0.4005,0.0001,-0.1985,-0.1446,1.5255,0.1422
29.130,0.4170,0.0033,-0.2070,-0.1853,1.4895,-0.0063
29.133,0.4239,0.0070,-0.2134,-0.1853,1.5135,-0.0805
29.136,0.4250,0.0139,-0.2198,-0.1734,1.5446,-0.1308
29.139,0.4191,0.0233,-0.2267,-0.1710,1.5805,-0.1404
29.142,0.4074,0.0347,-0.2342,-0.1782,1.5805,-0.1140
29.146,0.3893,0.0459,-0.2408,-0.1758,1.5709,-0.0518
29.149,0.3658,0.0568,-0.2472,-0.1686,1.5374,-0.0135
29.152,0.3392,0.0688,-0.2523,-0.1518,1.5087,0.0416
29.155,0.3093,0.0811,-0.2563,-0.1399,1.4871,0.1230
29.158,0.2672,0.0952,-0.2600,-0.0992,1.4512,0.2643
29.161,0.2344,0.1037,-0.2608,-0.0704,1.4081,0.3768
29.164,0.2022,0.1080,-0.2603,-0.0130,1.3914,0.5133
29.167,0.1710,0.1085,-0.2584,0.0565,1.3674,0.6880
29.170,0.1417,0.1045,-0.2542,0.1331,1.3794,0.8508
29.173,0.1143,0.0965,-0.2499,0.2097,1.3794,1.0520
29.177,0.0900,0.0835,-0.2459,0.2743,1.3770,1.2219
29.180,0.0708,0.0672,-0.2416,0.3294,1.3698,1.3632
29.183,0.0567,0.0483,-0.2387,0.3773,1.3507,1.4709
29.186,0.0477,0.0278,-0.2369,0.4108,1.3387,1.5523
29.189,0.0439,0.0075,-0.2345,0.4467,1.2980,1.5931
29.192,0.0453,-0.0199,-0.2315,0.4850,1.2573,1.6002
29.195,0.0503,-0.0386,-0.2294,0.4970,1.2501,1.6122
29.198,0.0559,-0.0559,-0.2257,0.4898,1.2262,1.6026
29.201,0.0634,-0.0721,-0.2214,0.4755,1.2022,1.6074
29.204,0.0711,-0.0844,-0.2171,0.4659,1.1735,1.5931
29.208,0.0775,-0.0945,-0.2134,0.4108,1.1591,1.5643
29.211,0.0850,-0.1039,-0.2089,0.3821,1.1615,1.5308
29.214,0.0924,-0.1132,-0.2054,0.3629,1.1591,1.4829
29.217,0.0999,-0.1220,-0.2017,0.3486,1.1735,1.3943
29.220,0.1089,-0.1289,-0.1948,0.3318,1.1855,1.2866
29.223,0.1148,-0.1302,-0.1908,0.3366,1.1831,1.1860
29.226,0.1196,-0.1276,-0.1878,0.3198,1.1879,1.1142
29.229,0.1233,-0.1206,-0.1881,0.2935,1.2166,1.0352
29.232,0.1265,-0.1116,-0.1913,0.2839,1.2525,0.9849
29.235,0.1284,-0.1004,-0.1958,0.2839,1.3052,0.9179
29.239,0.1303,-0.0889,-0.2009,0.2959,1.3626,0.8532
29.242,0.1324,-0.0791,-0.2059,0.2959,1.4081,0.7742
29.245,0.1356,-0.0708,-0.2115,0.2719,1.4488,0.6761
29.248,0.1393,-0.0620,-0.2177,0.2456,1.4919,0.5827
29.251,0.1481,-0.0514,-0.2275,0.2312,1.5398,0.4797
29.254,0.1553,-0.0431,-0.2369,0.2121,1.5590,0.3672
29.257,0.1636,-0.0362,-0.2480,0.2073,1.5853,0.2691
29.260,0.1734,-0.0300,-0.2595,0.1929,1.6092,0.1709
29.263,0.1828,-0.0258,-0.2707,0.1834,1.6356,0.0679
29.267,0.1918,-0.0220,-0.2800,0.1570,1.6667,0.0033
29.270,0.1998,-0.0194,-0.2891,0.1235,1.7194,-0.0637
29.273,0.2054,-0.0178,-0.2971,0.0924,1.7505,-0.1356
29.276,0.2105,-0.0165,-0.3048,0.0589,1.7697,-0.1811
29.279,0.2137,-0.0141,-0.3155,0.0062,1.8008,-0.2505
29.282,0.2158,-0.0138,-0.3256,-0.0082,1.8367,-0.3247
29.285,0.2190,-0.0178,-0.3298,0.1642,1.8989,-0.3893
29.288,0.2142,-0.0143,-0.3248,0.0828,1.8726,-0.3127
29.292,0.2054,-0.0175,-0.3237,-0.1159,1.9085,-0.3367
29.295,0.1979,-0.0250,-0.3328,-0.2548,1.9756,-0.4085
29.298,0.1915,-0.0290,-0.3469,-0.2644,2.0091,-0.4253
29.301,0.1828,-0.0284,-0.3600,-0.1877,1.9923,-0.4396
29.304,0.1697,-0.0255,-0.3701,-0.1399,1.9516,-0.4899
29.307,0.1606,-0.0284,-0.3743,-0.1446,1.9803,-0.5162
29.310,0.1505,-0.0362,-0.3757,-0.1877,2.0258,-0.4923
29.313,0.1388,-0.0474,-0.3749,-0.2284,2.0689,-0.4372
29.316,0.1236,-0.0620,-0.3743,-0.2644,2.1120,-0.4157
29.320,0.1073,-0.0753,-0.3733,-0.2596,2.1360,-0.4037
29.323,0.0903,-0.0871,-0.3709,-0.2500,2.1479,-0.3989
29.326,0.0724,-0.0972,-0.3690,-0.2452,2.1575,-0.3750
29.329,0.0490,-0.1070,-0.3677,-0.2500,2.1647,-0.3630
29.332,0.0330,-0.1121,-0.3682,-0.2620,2.1839,-0.3391
29.335,0.0170,-0.1153,-0.3690,-0.2596,2.1982,-0.3056
29.338,0.0029,-0.1140,-0.3709,-0.2260,2.2198,-0.2672
29.342,-0.0096,-0.1097,-0.3741,-0.2093,2.2246,-0.2361
29.345,-0.0192,-0.1020,-0.3778,-0.2021,2.2341,-0.2218
29.348,-0.0256,-0.0935,-0.3837,-0.1949,2.2389,-0.2026
29.351,-0.0286,-0.0804,-0.3911,-0.1997,2.2365,-0.2002
29.354,-0.0283,-0.0583,-0.4015,-0.2213,2.2293,-0.1667
29.357,-0.0270,-0.0402,-0.4095,-0.2404,2.2246,-0.1140
29.360,-0.0240,-0.0228,-0.4170,-0.2763,2.2389,-0.0398
29.363,-0.0214,-0.0069,-0.4236,-0.3003,2.2509,0.0296
29.367,-0.0192,0.0070,-0.4279,-0.3146,2.2748,0.0991
29.370,-0.0168,0.0206,-0.4316,-0.3098,2.3060,0.1278
29.373,-0.0155,0.0336,-0.4332,-0.2979,2.3275,0.1493
29.376,-0.0150,0.0448,-0.4338,-0.2883,2.3538,0.1996
29.379,-0.0152,0.0579,-0.4316,-0.2667,2.3778,0.3050
29.382,-0.0171,0.0640,-0.4306,-0.2500,2.3945,0.3505
29.385,-0.0198,0.0670,-0.4295,-0.2380,2.3993,0.3959
29.388,-0.0230,0.0686,-0.4300,-0.2045,2.4161,0.4295
29.391,-0.0262,0.0688,-0.4308,-0.1710,2.4257,0.4678
29.395,-0.0296,0.0672,-0.4324,-0.1446,2.4281,0.4750
29.398,-0.0315,0.0670,-0.4340,-0.1231,2.4352,0.4821
29.401,-0.0336,0.0648,-0.4364,-0.1111,2.4281,0.5228
29.404,-0.0349,0.0582,-0.4394,-0.1279,2.4496,0.5611
29.407,-0.0355,0.0475,-0.4434,-0.1063,2.4999,0.5683
29.410,-0.0331,0.0371,-0.4450,-0.0321,2.5382,0.5707
29.413,-0.0304,0.0262,-0.4426,-0.0489,2.4951,0.5971
29.416,-0.0267,0.0145,-0.4426,-0.1183,2.4759,0.5564
29.419,-0.0192,0.0017,-0.4484,-0.1399,2.4927,0.4917
29.423,-0.0104,-0.0079,-0.4567,-0.0585,2.5334,0.4702
29.426,-0.0011,-0.0141,-0.4631,0.0301,2.5334,0.4558
29.429,0.0096,-0.0204,-0.4663,0.0637,2.4592,0.4295
29.432,0.0266,-0.0306,-0.4719,0.0182,2.4065,0.3912
29.435,0.0399,-0.0388,-0.4796,0.0325,2.4496,0.3648
29.438,0.0533,-0.0426,-0.4884,0.0565,2.4736,0.3624
29.441,0.0652,-0.0402,-0.4993,0.0421,2.4736,0.3936
29.444,0.0759,-0.0356,-0.5126,0.0158,2.4688,0.3936
29.447,0.0866,-0.0306,-0.5268,-0.0154,2.4592,0.3720
29.451,0.0975,-0.0226,-0.5401,0.0014,2.4568,0.3672
29.454,0.1079,-0.0138,-0.5513,-0.0034,2.4424,0.3552
29.457,0.1167,-0.0045,-0.5598,0.0493,2.4592,0.3768
29.460,0.1247,0.0054,-0.5622,0.0828,2.4329,0.3816
29.463,0.1303,0.0177,-0.5598,-0.0704,2.3347,0.3936
29.466,0.1337,0.0246,-0.5633,-0.2117,2.3060,0.3505
29.469,0.1369,0.0347,-0.5750,-0.2620,2.3179,0.3361
29.472,0.1383,0.0518,-0.5910,-0.2332,2.3227,0.3433
29.475,0.1369,0.0752,-0.6075,-0.1830,2.3084,0.3552
29.478,0.1351,0.0992,-0.6227,-0.1446,2.2988,0.3840
29.482,0.1327,0.1205,-0.6360,-0.1303,2.3107,0.4414
29.485,0.1284,0.1338,-0.6475,-0.1255,2.3395,0.5516
29.488,0.1220,0.1405,-0.6549,-0.1111,2.3682,0.6569
29.491,0.1137,0.1421,-0.6597,-0.0896,2.3730,0.7168
29.494,0.1036,0.1392,-0.6624,-0.0896,2.3586,0.7455
29.497,0.0967,0.1352,-0.6640,-0.1039,2.3443,0.7551
29.500,0.0914,0.1301,-0.6645,-0.1231,2.3275,0.7694
29.503,0.0874,0.1232,-0.6653,-0.1399,2.3275,0.7790
29.506,0.0850,0.1152,-0.6661,-0.1542,2.3323,0.7838
29.509,0.0839,0.1077,-0.6677,-0.1638,2.3395,0.8030
29.513,0.0839,0.1000,-0.6680,-0.1782,2.3395,0.8221
29.516,0.0852,0.0920,-0.6677,-0.1710,2.3299,0.8245
29.519,0.0884,0.0861,-0.6659,-0.1566,2.3251,0.8101
29.522,0.0927,0.0779,-0.6637,-0.1686,2.3036,0.8700
29.525,0.0956,0.0715,-0.6627,-0.1686,2.2820,0.8892
29.528,0.0980,0.0646,-0.6619,-0.1423,2.2557,0.8628
29.531,0.0993,0.0640,-0.6597,-0.0944,2.2581,0.8652
29.534,0.1012,0.0646,-0.6555,-0.1375,2.2270,0.8915
29.537,0.1028,0.0656,-0.6549,-0.2620,2.1886,0.8748
29.540,0.1073,0.0664,-0.6616,-0.3386,2.1958,0.8221
29.544,0.1148,0.0691,-0.6725,-0.4008,2.1791,0.7718
29.547,0.1273,0.0712,-0.6877,-0.3242,2.1647,0.6761
29.550,0.1412,0.0816,-0.6989,-0.1470,2.1144,0.6833
29.553,0.1513,0.1016,-0.7029,0.0038,2.0665,0.7455
29.556,0.1548,0.1117,-0.7016,0.0541,2.0665,0.8101
29.559,0.1532,0.1146,-0.7000,0.0637,2.0905,0.9275
29.562,0.1460,0.1088,-0.6981,0.1115,2.1048,1.0113
29.565,0.1340,0.1019,-0.6965,0.1714,2.0881,1.0879
29.568,0.1193,0.0955,-0.6968,0.1953,2.0426,1.1501
29.572,0.1031,0.0880,-0.7000,0.2384,2.0187,1.1884
29.575,0.0876,0.0821,-0.7058,0.2839,2.0019,1.2172
29.578,0.0730,0.0776,-0.7122,0.3126,1.9923,1.2722
29.581,0.0596,0.0715,-0.7189,0.3174,2.0091,1.3321
29.584,0.0453,0.0587,-0.7266,0.3270,2.0234,1.4183
29.587,0.0370,0.0472,-0.7319,0.3318,2.0402,1.4901
29.590,0.0301,0.0358,-0.7359,0.3198,2.0402,1.5619
29.593,0.0253,0.0241,-0.7410,0.2983,2.0330,1.6146
29.596,0.0239,0.0121,-0.7463,0.2624,2.0115,1.6290
29.599,0.0269,0.0019,-0.7517,0.2265,2.0115,1.6242
29.602,0.0325,-0.0063,-0.7562,0.1666,2.0618,1.5739
29.606,0.0434,-0.0119,-0.7589,0.0900,2.1455,1.5332
