time,type,distance
59.662621,L,605
59.700955,R,X
59.739287,U,1890
59.76897,D,814
59.783198,L,619
59.821479,R,439
59.859807,U,1865
59.874035,D,809
59.889473,L,617
59.927814,R,433
59.966134,U,1875
59.980385,D,762
59.995829,L,610
60.034164,R,437
60.072503,U,1872
60.086714,D,814
60.102122,L,639
60.140486,R,419
60.17881,U,1874
60.193692,D,795
60.209052,L,625
60.24739,R,483
60.285713,U,1875
60.299951,D,798
60.315366,L,606
60.353692,R,479
60.392033,U,1909
60.406267,D,792
60.421696,L,614
60.46004,R,X
60.51385,U,1881
60.528112,D,822
60.543551,L,630
60.581917,R,443
60.620269,U,1861
60.634505,D,821
60.649928,L,617
60.688289,R,428
60.726617,U,1953
60.740837,D,787
60.771989,L,609
60.810388,R,408
60.848708,U,1883
60.862932,D,793
60.878336,L,634
60.916673,R,420
60.954984,U,1904
60.96921,D,792
60.984613,L,629
61.022921,R,427
61.061249,U,1944
61.075487,D,808
61.09092,L,628
61.129248,R,X
61.167583,U,1893
61.181819,D,834
61.197246,L,615
61.251559,R,X
61.289928,U,1895
61.304154,D,847
61.319561,L,606
61.357899,R,X
61.396214,U,1898
61.41044,D,764
61.425857,L,611
61.464188,R,X
61.502528,U,1910
61.516769,D,819
61.532215,L,602
61.570553,R,X
61.608878,U,1898
61.623104,D,783
61.638537,L,600
61.676895,R,X
61.715216,U,1930
61.729454,D,783
61.74489,L,589
61.78321,R,X
61.821543,U,1884
61.835775,D,806
61.851203,L,589
61.889532,R,X
61.92787,U,1866
61.942084,D,814
61.957515,L,590
62.012062,R,X
62.0504,U,1888
62.076111,D,788
62.091611,L,600
62.129969,R,X
62.168288,U,1861
62.182525,D,776
62.197972,L,595
62.236299,R,X
62.274621,U,1895
62.288857,D,762
62.30429,L,589
62.342628,R,X
62.380939,U,1862
62.39519,D,800
62.410622,L,585
62.448965,R,X
62.487291,U,1889
62.501537,D,852
62.516978,L,573
62.555318,R,X
62.593645,U,1894
62.60788,D,803
62.623304,L,577
62.661662,R,X
62.699977,U,1928
62.714217,D,791
62.729653,L,584
62.767984,R,X
62.818143,U,1971
62.832405,D,784
62.84782,L,584
62.886161,R,X
62.924507,U,1940
62.938732,D,793
62.95413,L,586
62.992498,R,X
63.030826,U,2012
63.045052,D,798
63.060472,L,601
63.098811,R,X
63.137117,U,1937
63.151345,D,790
63.166749,L,618
63.20511,R,X
63.24344,U,1920
63.257682,D,796
63.273105,L,628
63.311489,R,X
63.34979,U,1963
63.37601,D,782
63.391514,L,627
63.429888,R,X
63.468195,U,1980
63.48242,D,795
63.497844,L,637
63.536164,R,X
63.574489,U,1961
63.588717,D,798
63.604157,L,646
63.654746,R,X
63.693105,U,1986
63.707322,D,784
63.722722,L,655
63.761087,R,X
63.799392,U,1940
63.813598,D,783
63.829027,L,666
63.867341,R,X
63.905663,U,2001
63.919883,D,808
63.9353,L,699
63.973634,R,X
64.011945,U,1895
64.026179,D,831
64.041614,L,767
64.079926,R,X
64.118259,U,1906
64.132479,D,819
64.147917,L,783
64.186264,R,X
64.224587,U,1968
64.238807,D,798
64.254233,L,898
64.292558,R,X
64.330883,U,1917
64.345088,D,788
64.360508,L,922
64.398837,R,X
64.450653,U,1949
64.464912,D,818
64.480321,L,967
64.518666,R,X
64.556993,U,1983
64.571223,D,804
64.586627,L,997
64.62495,R,X
64.677028,U,1941
64.692571,D,801
64.706809,L,1105
64.745101,R,X
64.783399,U,1946
64.797629,D,825
64.813047,L,1211
64.851343,R,X
64.889665,U,1931
64.903901,D,793
64.919318,L,696
64.95766,R,X
64.995966,U,1951
65.010218,D,862
65.025641,L,662
65.063968,R,X
65.102293,U,1906
65.11654,D,773
65.131972,L,648
65.170304,R,X
65.20863,U,1922
65.238157,D,782
65.252402,L,614
65.290667,R,X
65.328995,U,1964
65.343226,D,833
65.358634,L,596
65.396974,R,X
65.435303,U,1915
65.449526,D,837
65.464956,L,582
65.503299,R,X
65.541623,U,1905
65.555842,D,840
65.571251,L,553
65.60958,R,X
65.647894,U,1929
65.662093,D,821
65.677514,L,536
65.715865,R,X
65.754173,U,1902
65.768389,D,793
65.783798,L,542
65.82212,R,X
65.860473,U,1900
65.874685,D,827
65.890092,L,526
65.942529,R,X
65.980921,U,1882
65.995188,D,855
66.010619,L,524
66.064432,R,X
66.10279,U,1900
66.117002,D,778
66.132427,L,532
66.170758,R,X
66.209097,U,1896
66.223324,D,821
66.238738,L,524
66.277095,R,X
66.315396,U,1892
66.329616,D,822
66.34505,L,533
66.38336,R,X
66.421666,U,1889
66.435882,D,827
66.451293,L,545
66.48965,R,X
66.527961,U,1907
66.542209,D,820
66.557637,L,551
66.59597,R,X
66.634284,U,1874
66.648507,D,849
66.663937,L,564
66.702292,R,X
66.740623,U,1918
66.754852,D,826
66.770269,L,561
66.824379,R,X
66.862725,U,1911
66.876978,D,843
66.892417,L,572
66.930741,R,X
66.969095,U,1904
66.983323,D,864
66.998726,L,577
67.037094,R,X
67.075402,U,1909
67.089619,D,831
67.105036,L,573
67.143356,R,X
67.18167,U,1860
67.195886,D,854
67.211287,L,582
67.265524,R,X
67.303909,U,1901
67.318168,D,810
67.333593,L,578
67.371931,R,X
67.410271,U,1862
67.424505,D,856
67.439943,L,580
67.478298,R,X
67.51664,U,1905
67.530871,D,841
67.546277,L,582
67.600828,R,X
67.651076,U,1896
67.6666,D,834
67.680809,L,589
67.719084,R,X
67.757381,U,1866
67.771598,D,827
67.787019,L,573
67.825348,R,X
67.86366,U,1894
67.877869,D,833
67.893267,L,572
67.931606,R,X
67.96992,U,1882
67.984126,D,854
67.999536,L,572
68.037905,R,X
68.076219,U,1864
68.090444,D,816
68.105854,L,581
68.144194,R,X
68.182508,U,1886
68.196715,D,813
68.212114,L,585
68.250482,R,X
68.288781,U,1886
68.303005,D,791
68.318423,L,593
68.35674,R,X
68.408948,U,1876
68.423211,D,833
68.438637,L,590
68.476981,R,X
68.515293,U,1901
68.529522,D,829
68.556896,L,596
68.595291,R,X
68.633649,U,1876
68.64788,D,796
68.663295,L,596
68.701624,R,X
68.739938,U,1900
68.754168,D,795
68.7696,L,608
68.807916,R,X
68.846261,U,1896
68.860492,D,782
68.875928,L,601
68.914292,R,X
68.952622,U,1928
68.966842,D,817
68.982265,L,600
69.020602,R,X
69.058916,U,1896
69.07313,D,802
69.088548,L,599
69.12691,R,X
69.165246,U,1905
69.195017,D,832
69.209264,L,554
69.247541,R,X
69.285876,U,1887
69.30009,D,832
69.315526,L,569
69.353873,R,X
69.392168,U,1878
69.406392,D,795
69.421812,L,487
69.460128,R,X
69.498482,U,1885
69.512706,D,842
69.528124,L,483
69.566487,R,X
69.604775,U,1849
69.61902,D,833
69.634468,L,509
69.67281,R,X
69.711112,U,1899
69.72534,D,814
69.740753,L,589
69.779105,R,X
69.817428,U,1862
69.831659,D,809
69.86053,L,593
69.898949,R,X
69.937295,U,1847
69.951529,D,835
69.966944,L,582
70.021132,R,X
70.059503,U,1862
70.07372,D,859
70.08912,L,588
70.12749,R,1578
70.165811,U,1853
70.180031,D,834
70.195468,L,596
70.233797,R,X
70.272095,U,1876
70.286318,D,891
70.301726,L,598
70.340095,R,X
70.378408,U,1839
70.392624,D,792
70.40805,L,600
70.446364,R,2280
70.484674,U,1867
70.498902,D,785
70.51431,L,612
70.552652,R,2278
70.590958,U,1872
70.605198,D,844
70.620609,L,620
70.658932,R,2249
70.697278,U,1856
70.711507,D,869
70.726938,L,641
70.781345,R,2246
70.819701,U,1840
70.833932,D,841
70.849337,L,655
70.887675,R,2229
70.925981,U,1842
70.940215,D,858
70.955619,L,661
70.993947,R,2223
71.032276,U,1833
71.046497,D,846
71.06191,L,664
71.10025,R,2201
71.138579,U,1864
71.152821,D,837
71.1824,L,675
71.220797,R,2213
71.259141,U,1869
71.273384,D,838
71.288813,L,677
71.32712,R,2234
71.36548,U,1830
71.379687,D,847
71.395094,L,677
